fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	ganancia_prom	iteracion
20221002 094229	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	430	TRUE	962041	0.00500079115835055	0.699924452962964	69	21	8507	26670000	26670000	145
20221002 094700	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1070	TRUE	705689	0.00500079115835055	0.699924452962964	69	21	8507	27230000	26856666.6666667	146
20221002 095251	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1850	TRUE	909463	0.00500079115835055	0.699924452962964	69	21	8507	26830000	26850000	147
20221002 095702	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	932	TRUE	637597	0.00500079115835055	0.699924452962964	69	21	8507	27390000	26958000	148
20221002 100955	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2352	TRUE	807299	0.00505144217031852	0.453574414383704	7998	258	10387	26270000	26270000	149
20221002 101713	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	880	TRUE	962041	0.00505144217031852	0.453574414383704	7998	258	10387	25550000	25910000	150
20221002 103359	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	3218	TRUE	705689	0.00505144217031852	0.453574414383704	7998	258	10387	26430000	26083333.3333333	151
20221002 105038	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	3203	TRUE	909463	0.00505144217031852	0.453574414383704	7998	258	10387	26990000	26310000	152
20221002 111616	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	5381	TRUE	637597	0.00505144217031852	0.453574414383704	7998	258	10387	27390000	26526000	153
20221002 112814	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1744	TRUE	807299	0.0051743504746265	0.467313005466814	934	62	8542	2.7e+07	2.7e+07	154
20221002 113943	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1703	TRUE	962041	0.0051743504746265	0.467313005466814	934	62	8542	27160000	27080000	155
20221002 114717	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	777	TRUE	705689	0.0051743504746265	0.467313005466814	934	62	8542	27400000	27186666.6666667	156
20221002 120115	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2319	TRUE	909463	0.0051743504746265	0.467313005466814	934	62	8542	26840000	27100000	157
20221002 120755	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	563	TRUE	637597	0.0051743504746265	0.467313005466814	934	62	8542	26840000	27048000	158
20221002 121513	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	572	TRUE	807299	0.00609552460553284	0.998642965552392	247	141	8783	26760000	26760000	159
20221002 122336	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	802	TRUE	962041	0.00609552460553284	0.998642965552392	247	141	8783	26520000	26640000	160
20221002 123511	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1454	TRUE	705689	0.00609552460553284	0.998642965552392	247	141	8783	27080000	26786666.6666667	161
20221002 124111	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	331	TRUE	909463	0.00609552460553284	0.998642965552392	247	141	8783	26600000	26740000	162
20221002 125558	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2155	TRUE	637597	0.00609552460553284	0.998642965552392	247	141	8783	27320000	26856000	163
20221002 131012	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	3449	TRUE	807299	0.00525099974723126	0.94473070597984	7993	1024	10270	26580000	26580000	164
20221002 131604	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	832	TRUE	962041	0.00525099974723126	0.94473070597984	7993	1024	10270	25620000	26100000	165
20221002 132335	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1285	TRUE	705689	0.00525099974723126	0.94473070597984	7993	1024	10270	25780000	25993333.3333333	166
20221002 134135	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	4327	TRUE	909463	0.00525099974723126	0.94473070597984	7993	1024	10270	26740000	26180000	167
20221002 134906	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1062	TRUE	637597	0.00525099974723126	0.94473070597984	7993	1024	10270	25860000	26116000	168
20221002 135011	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	153	TRUE	807299	0.0822289446150829	0.212093672322122	7999	221	8587	26590000	26590000	169
20221002 135049	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	77	TRUE	962041	0.0822289446150829	0.212093672322122	7999	221	8587	26430000	26510000	170
20221002 135138	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	137	TRUE	705689	0.0822289446150829	0.212093672322122	7999	221	8587	26830000	26616666.6666667	171
20221002 135221	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	101	TRUE	909463	0.0822289446150829	0.212093672322122	7999	221	8587	25950000	26450000	172
20221002 135300	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	90	TRUE	637597	0.0822289446150829	0.212093672322122	7999	221	8587	26270000	26414000	173
20221002 135726	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	690	TRUE	807299	0.00895073371986516	0.46710057742027	2	18	8639	27050000	27050000	174
20221002 140016	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	251	TRUE	962041	0.00895073371986516	0.46710057742027	2	18	8639	26730000	26890000	175
20221002 140452	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	807	TRUE	705689	0.00895073371986516	0.46710057742027	2	18	8639	27530000	27103333.3333333	176
20221002 141033	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1157	TRUE	909463	0.00895073371986516	0.46710057742027	2	18	8639	27290000	27150000	177
20221002 141508	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	816	TRUE	637597	0.00895073371986516	0.46710057742027	2	18	8639	27050000	27130000	178
20221002 141553	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	45	TRUE	807299	0.0433046137278742	0.467656175928128	4	17	8667	25870000	25870000	179
20221002 141632	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	32	TRUE	962041	0.0433046137278742	0.467656175928128	4	17	8667	25870000	25870000	180
20221002 141717	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	53	TRUE	705689	0.0433046137278742	0.467656175928128	4	17	8667	26830000	26190000	181
20221002 141806	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	80	TRUE	909463	0.0433046137278742	0.467656175928128	4	17	8667	25870000	26110000	182
20221002 141855	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	74	TRUE	637597	0.0433046137278742	0.467656175928128	4	17	8667	26190000	26126000	183
20221002 142004	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	261	TRUE	807299	0.100630870231678	0.200697515625359	8000	818	8721	26560000	26560000	184
20221002 142042	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	93	TRUE	962041	0.100630870231678	0.200697515625359	8000	818	8721	26320000	26440000	185
20221002 142137	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	195	TRUE	705689	0.100630870231678	0.200697515625359	8000	818	8721	26880000	26586666.6666667	186
20221002 142211	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	71	TRUE	909463	0.100630870231678	0.200697515625359	8000	818	8721	25440000	26300000	187
20221002 142255	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	125	TRUE	637597	0.100630870231678	0.200697515625359	8000	818	8721	25920000	26224000	188
20221002 142525	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	471	TRUE	807299	0.0329419344019602	0.362314362055711	7969	496	9044	26880000	26880000	189
20221002 142752	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	474	TRUE	962041	0.0329419344019602	0.362314362055711	7969	496	9044	26480000	26680000	190
20221002 143159	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	953	TRUE	705689	0.0329419344019602	0.362314362055711	7969	496	9044	27360000	26906666.6666667	191
20221002 143351	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	293	TRUE	909463	0.0329419344019602	0.362314362055711	7969	496	9044	2.6e+07	26680000	192
20221002 143553	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	347	TRUE	637597	0.0329419344019602	0.362314362055711	7969	496	9044	26400000	26624000	193
20221002 143912	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	261	TRUE	807299	0.0320400685863949	0.201535929375047	410	1023	8271	26820000	26820000	194
20221002 144116	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	92	TRUE	962041	0.0320400685863949	0.201535929375047	410	1023	8271	26980000	26900000	195
20221002 144425	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	249	TRUE	705689	0.0320400685863949	0.201535929375047	410	1023	8271	27060000	26953333.3333333	196
20221002 144907	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	453	TRUE	909463	0.0320400685863949	0.201535929375047	410	1023	8271	27300000	27040000	197
20221002 145125	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	121	TRUE	637597	0.0320400685863949	0.201535929375047	410	1023	8271	26980000	27028000	198
20221002 145220	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	99	TRUE	807299	0.0495680557826783	0.200628060732757	4454	1024	8389	25950000	25950000	199
20221002 145402	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	370	TRUE	962041	0.0495680557826783	0.200628060732757	4454	1024	8389	26750000	26350000	200
20221002 145453	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	101	TRUE	705689	0.0495680557826783	0.200628060732757	4454	1024	8389	26830000	26510000	201
20221002 145558	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	171	TRUE	909463	0.0495680557826783	0.200628060732757	4454	1024	8389	26350000	26470000	202
20221002 145717	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	248	TRUE	637597	0.0495680557826783	0.200628060732757	4454	1024	8389	26910000	26558000	203
20221002 150535	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	489	TRUE	807299	0.0294489866175191	0.202956448898357	1	801	8581	2.5e+07	2.5e+07	204
20221002 151310	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	392	TRUE	962041	0.0294489866175191	0.202956448898357	1	801	8581	25480000	25240000	205
20221002 152104	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	449	TRUE	705689	0.0294489866175191	0.202956448898357	1	801	8581	25960000	25480000	206
20221002 152917	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	496	TRUE	909463	0.0294489866175191	0.202956448898357	1	801	8581	2.5e+07	25360000	207
20221002 153659	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	411	TRUE	637597	0.0294489866175191	0.202956448898357	1	801	8581	24680000	25224000	208
20221002 154337	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	986	TRUE	807299	0.00503399693417916	0.358773681488395	930	17	9926	26470000	26470000	209
20221002 154915	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	752	TRUE	962041	0.00503399693417916	0.358773681488395	930	17	9926	26470000	26470000	210
20221002 155607	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1194	TRUE	705689	0.00503399693417916	0.358773681488395	930	17	9926	26870000	26603333.3333333	211
20221002 160714	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2603	TRUE	909463	0.00503399693417916	0.358773681488395	930	17	9926	26470000	26570000	212
20221002 161332	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	975	TRUE	637597	0.00503399693417916	0.358773681488395	930	17	9926	27030000	26662000	213
20221002 161746	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	256	TRUE	807299	0.016181646168078	0.425492315308818	37	246	8318	26810000	26810000	214
20221002 162316	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	448	TRUE	962041	0.016181646168078	0.425492315308818	37	246	8318	27210000	27010000	215
20221002 162748	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	309	TRUE	705689	0.016181646168078	0.425492315308818	37	246	8318	26970000	26996666.6666667	216
20221002 163532	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	789	TRUE	909463	0.016181646168078	0.425492315308818	37	246	8318	26490000	26870000	217
20221002 163913	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	182	TRUE	637597	0.016181646168078	0.425492315308818	37	246	8318	26170000	26730000	218
20221002 164646	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	521	TRUE	807299	0.00798691519994147	0.42357489735391	820	154	5005	25030000	25030000	219
20221002 165824	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1242	TRUE	962041	0.00798691519994147	0.42357489735391	820	154	5005	24710000	24870000	220
20221002 171058	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1328	TRUE	705689	0.00798691519994147	0.42357489735391	820	154	5005	24550000	24763333.3333333	221
20221002 172043	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	886	TRUE	909463	0.00798691519994147	0.42357489735391	820	154	5005	24790000	24770000	222
20221002 172927	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	723	TRUE	637597	0.00798691519994147	0.42357489735391	820	154	5005	24710000	24758000	223
20221002 173041	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	224	TRUE	807299	0.0714258884524589	0.238459941433036	6050	395	10206	26390000	26390000	224
20221002 173153	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	225	TRUE	962041	0.0714258884524589	0.238459941433036	6050	395	10206	26550000	26470000	225
20221002 173254	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	165	TRUE	705689	0.0714258884524589	0.238459941433036	6050	395	10206	27190000	26710000	226
20221002 173416	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	275	TRUE	909463	0.0714258884524589	0.238459941433036	6050	395	10206	26470000	26650000	227
20221002 173553	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	343	TRUE	637597	0.0714258884524589	0.238459941433036	6050	395	10206	26550000	26630000	228
20221002 175359	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2474	TRUE	807299	0.0051161761823907	0.287714637081545	1145	1024	7592	27220000	27220000	229
20221002 180406	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1067	TRUE	962041	0.0051161761823907	0.287714637081545	1145	1024	7592	26980000	27100000	230
20221002 181240	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	692	TRUE	705689	0.0051161761823907	0.287714637081545	1145	1024	7592	26820000	27006666.6666667	231
20221002 182309	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1140	TRUE	909463	0.0051161761823907	0.287714637081545	1145	1024	7592	26420000	26860000	232
20221002 183048	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	570	TRUE	637597	0.0051161761823907	0.287714637081545	1145	1024	7592	26660000	26820000	233
20221002 183223	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	263	TRUE	807299	0.0316151332973488	0.201756266949863	7322	299	8814	26140000	26140000	234
20221002 183414	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	385	TRUE	962041	0.0316151332973488	0.201756266949863	7322	299	8814	26940000	26540000	235
20221002 183558	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	347	TRUE	705689	0.0316151332973488	0.201756266949863	7322	299	8814	27020000	26700000	236
20221002 183723	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	253	TRUE	909463	0.0316151332973488	0.201756266949863	7322	299	8814	26140000	26560000	237
20221002 183840	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	207	TRUE	637597	0.0316151332973488	0.201756266949863	7322	299	8814	26780000	26604000	238
20221002 183922	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	54	TRUE	807299	0.0753173189061104	0.227856311751734	1786	438	8777	26530000	26530000	239
20221002 184023	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	131	TRUE	962041	0.0753173189061104	0.227856311751734	1786	438	8777	26770000	26650000	240
20221002 184151	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	253	TRUE	705689	0.0753173189061104	0.227856311751734	1786	438	8777	26930000	26743333.3333333	241
20221002 184243	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	99	TRUE	909463	0.0753173189061104	0.227856311751734	1786	438	8777	26290000	26630000	242
20221002 184334	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	94	TRUE	637597	0.0753173189061104	0.227856311751734	1786	438	8777	26210000	26546000	243
20221002 184518	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	303	TRUE	807299	0.0783672676884721	0.531555293147907	7992	579	9153	26660000	26660000	244
20221002 184727	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	430	TRUE	962041	0.0783672676884721	0.531555293147907	7992	579	9153	26820000	26740000	245
20221002 184922	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	363	TRUE	705689	0.0783672676884721	0.531555293147907	7992	579	9153	27380000	26953333.3333333	246
20221002 185025	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	141	TRUE	909463	0.0783672676884721	0.531555293147907	7992	579	9153	26180000	26760000	247
20221002 185127	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	136	TRUE	637597	0.0783672676884721	0.531555293147907	7992	579	9153	26500000	26708000	248
20221002 185355	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	345	TRUE	807299	0.0259043906747991	0.546988097526647	7726	1002	6520	25280000	25280000	249
20221002 185749	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	737	TRUE	962041	0.0259043906747991	0.546988097526647	7726	1002	6520	25760000	25520000	250
20221002 190048	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	483	TRUE	705689	0.0259043906747991	0.546988097526647	7726	1002	6520	26240000	25760000	251
20221002 190442	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	726	TRUE	909463	0.0259043906747991	0.546988097526647	7726	1002	6520	25840000	25780000	252
20221002 190639	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	220	TRUE	637597	0.0259043906747991	0.546988097526647	7726	1002	6520	25040000	25632000	253
20221002 190922	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	320	TRUE	807299	0.0171492587018808	0.201266792683902	1565	1024	9545	26910000	26910000	254
20221002 191229	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	466	TRUE	962041	0.0171492587018808	0.201266792683902	1565	1024	9545	27230000	27070000	255
20221002 191506	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	315	TRUE	705689	0.0171492587018808	0.201266792683902	1565	1024	9545	27230000	27123333.3333333	256
20221002 191708	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	168	TRUE	909463	0.0171492587018808	0.201266792683902	1565	1024	9545	26510000	26970000	257
20221002 192159	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	699	TRUE	637597	0.0171492587018808	0.201266792683902	1565	1024	9545	27710000	27118000	258
20221002 192632	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	230	TRUE	807299	0.0177017034339282	0.419989956478581	400	1024	9050	26700000	26700000	259
20221002 193516	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	756	TRUE	962041	0.0177017034339282	0.419989956478581	400	1024	9050	27180000	26940000	260
20221002 193850	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	120	TRUE	705689	0.0177017034339282	0.419989956478581	400	1024	9050	26780000	26886666.6666667	261
20221002 194447	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	417	TRUE	909463	0.0177017034339282	0.419989956478581	400	1024	9050	26380000	26760000	262
20221002 194831	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	143	TRUE	637597	0.0177017034339282	0.419989956478581	400	1024	9050	26460000	26700000	263
20221002 194912	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	108	TRUE	807299	0.111516656003183	0.999507746158137	6647	445	9445	26470000	26470000	264
20221002 195006	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	189	TRUE	962041	0.111516656003183	0.999507746158137	6647	445	9445	26150000	26310000	265
20221002 195041	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	78	TRUE	705689	0.111516656003183	0.999507746158137	6647	445	9445	26150000	26256666.6666667	266
20221002 195116	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	89	TRUE	909463	0.111516656003183	0.999507746158137	6647	445	9445	25750000	26130000	267
20221002 195158	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	128	TRUE	637597	0.111516656003183	0.999507746158137	6647	445	9445	26550000	26214000	268
20221002 195904	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1807	TRUE	807299	0.0108771290020602	0.20023251491812	7075	1024	9864	26840000	26840000	269
20221002 200508	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1541	TRUE	962041	0.0108771290020602	0.20023251491812	7075	1024	9864	26680000	26760000	270
20221002 200906	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	777	TRUE	705689	0.0108771290020602	0.20023251491812	7075	1024	9864	26920000	26813333.3333333	271
20221002 201339	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	982	TRUE	909463	0.0108771290020602	0.20023251491812	7075	1024	9864	26200000	26660000	272
20221002 201913	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1349	TRUE	637597	0.0108771290020602	0.20023251491812	7075	1024	9864	26600000	26648000	273
20221002 201936	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	19	TRUE	807299	0.299922724145887	0.998425370251672	7995	748	5034	23540000	23540000	274
20221002 201957	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	47	TRUE	962041	0.299922724145887	0.998425370251672	7995	748	5034	23220000	23380000	275
20221002 202015	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	21	TRUE	705689	0.299922724145887	0.998425370251672	7995	748	5034	23700000	23486666.6666667	276
20221002 202045	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	92	TRUE	909463	0.299922724145887	0.998425370251672	7995	748	5034	23940000	23600000	277
20221002 202111	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	64	TRUE	637597	0.299922724145887	0.998425370251672	7995	748	5034	23380000	23556000	278
20221002 202210	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	110	TRUE	807299	0.0656670490087417	0.210914109917315	1584	1024	9517	26570000	26570000	279
20221002 202308	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	117	TRUE	962041	0.0656670490087417	0.210914109917315	1584	1024	9517	26330000	26450000	280
20221002 202408	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	125	TRUE	705689	0.0656670490087417	0.210914109917315	1584	1024	9517	27210000	26703333.3333333	281
20221002 202533	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	230	TRUE	909463	0.0656670490087417	0.210914109917315	1584	1024	9517	26330000	26610000	282
20221002 202616	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	47	TRUE	637597	0.0656670490087417	0.210914109917315	1584	1024	9517	26650000	26618000	283
20221002 202820	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	157	TRUE	807299	0.0316686927308278	0.640838024230827	906	383	9216	26770000	26770000	284
20221002 203029	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	186	TRUE	962041	0.0316686927308278	0.640838024230827	906	383	9216	26850000	26810000	285
20221002 203229	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	159	TRUE	705689	0.0316686927308278	0.640838024230827	906	383	9216	27090000	26903333.3333333	286
20221002 203447	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	209	TRUE	909463	0.0316686927308278	0.640838024230827	906	383	9216	26130000	26710000	287
20221002 203617	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	58	TRUE	637597	0.0316686927308278	0.640838024230827	906	383	9216	26690000	26706000	288
20221002 204514	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1852	TRUE	807299	0.00644642978718468	0.886761480179759	7634	20	9244	26080000	26080000	289
20221002 205242	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1487	TRUE	962041	0.00644642978718468	0.886761480179759	7634	20	9244	2.6e+07	26040000	290
20221002 210011	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1493	TRUE	705689	0.00644642978718468	0.886761480179759	7634	20	9244	26640000	26240000	291
20221002 210716	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1384	TRUE	909463	0.00644642978718468	0.886761480179759	7634	20	9244	25600000	26080000	292
20221002 211734	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2372	TRUE	637597	0.00644642978718468	0.886761480179759	7634	20	9244	26960000	26256000	293
20221002 211801	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	47	TRUE	807299	0.168687045884986	0.218484097721192	7994	384	8621	25560000	25560000	294
20221002 211849	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	193	TRUE	962041	0.168687045884986	0.218484097721192	7994	384	8621	27080000	26320000	295
20221002 211929	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	129	TRUE	705689	0.168687045884986	0.218484097721192	7994	384	8621	26600000	26413333.3333333	296
20221002 212016	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	164	TRUE	909463	0.168687045884986	0.218484097721192	7994	384	8621	26760000	26500000	297
20221002 212037	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	26	TRUE	637597	0.168687045884986	0.218484097721192	7994	384	8621	25800000	26360000	298
20221002 212059	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	29	TRUE	807299	0.285257612803435	0.217912154207458	7992	16	9161	25600000	25600000	299
20221002 212122	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	50	TRUE	962041	0.285257612803435	0.217912154207458	7992	16	9161	25280000	25440000	300
20221002 212152	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	74	TRUE	705689	0.285257612803435	0.217912154207458	7992	16	9161	26240000	25706666.6666667	301
20221002 212223	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	79	TRUE	909463	0.285257612803435	0.217912154207458	7992	16	9161	25440000	25640000	302
